,baseMean,foldChange,log2FoldChange,lfcSE,stat,PValue,PAdj,FDR,falsePos
FOS,2057.85366631337,38.7388645111071,5.27570976209123,0.0960454226410443,54.9293200760688,0,0,0,0
EGR1,11043.6275569281,31.1019067822491,4.95893112607821,0.0605630397304407,81.8804859886468,0,0,0,0
DUSP1,5059.32592595308,20.740111792042,4.37435176538324,0.0625555969710457,69.9274241984764,0,0,0,0
DDIT4,12070.1385330393,7.10878044361777,2.82960207758614,0.0624233504447416,45.329224679969,0,0,0,0
TRIB1,2932.53953000771,6.23300058829368,2.6399268489157,0.0503626465470803,52.41835030349,0,0,0,0
IER2,8399.59758006963,5.83070220997372,2.54366964223201,0.0575288452591194,44.2155518814067,0,0,0,0
JUNB,3659.04516896109,4.83035164945829,2.27212822104089,0.0555191460451151,40.9251291292295,0,0,0,0
BHLHE40,8115.85770888544,4.24149119358849,2.0845715665278,0.0546599178292153,38.1371148972641,0,0,0,0
DUSP5,3385.07807006146,3.93385130912782,1.97594242796775,0.0526517850315489,37.5284983554454,0,0,0,0
ZFP36L1,9548.69194634108,3.56949259113667,1.83571900750972,0.0409761473013786,44.7996975901139,0,0,0,0
ST3GAL1,6518.45065139413,0.288334718635025,-1.79418353142651,0.045069176803937,-39.8095474259866,0,0,0,0
CYP1A1,1163.2917651145,0.0838407021000038,-3.57620539141138,0.0809593119979998,-44.1728728067716,0,0,0,0
KRT80,5601.29886581739,0.322961303239678,-1.63056678126437,0.0450002672026415,-36.2346022062877,1.73699583158516e-287,3.57595331848436e-283,1.96267167462726e-284,2.55147317701544e-283
KRT75,1706.2201699472,0.139101708407925,-2.84578795612507,0.0806711497199641,-35.2764026049428,1.35127330054535e-272,2.78173121650265e-268,1.41777525083647e-269,1.98488535117106e-268
ZFP36,1496.74295024902,5.88132528221954,2.55614128476397,0.073228540642406,34.9063529375284,5.95483143845575e-267,1.22580205160612e-262,5.83136793329843e-264,8.74705189994765e-263
HES1,2144.98549243947,4.35282115579825,2.12195074538576,0.0612234507742841,34.6591170303169,3.25600146370482e-263,6.70215341289001e-259,2.98921284377251e-260,4.78274055003601e-259
JUN,4639.30868855629,4.3493838253051,2.12081102966427,0.0614227373648525,34.5281099581513,3.03775411223593e-261,6.25260928921521e-257,2.62479824439021e-258,4.46215701546335e-257
KLF6,5411.04107349133,3.48433693421653,1.80088413881049,0.0524931602794827,34.3070245575284,6.165675327885e-258,1.26901929598529e-253,5.03153360507237e-255,9.05676048913027e-254
ATF3,3062.12896230681,5.94027052651851,2.57052863445693,0.0766058435881039,33.5552552397727,7.54639414194139e-247,1.55312337835296e-242,5.83415702899879e-244,1.10848983550977e-242
EGR2,531.774278353571,87.7310239775392,6.45501520236682,0.199781030027792,32.3104511047363,4.98893920261736e-229,1.02672368789865e-224,3.66412639736232e-226,7.32825279472464e-225
CYP1B1,17378.9684917777,0.376055573970015,-1.41098221392494,0.0440276967793785,-32.0476045112088,2.3706955060902e-225,4.87865428198303e-221,1.658245061379e-222,3.4823146288959e-221
CRISPLD2,1363.55549321616,0.18965235384187,-2.39857081735002,0.0771612989911825,-31.0851534215892,3.82326278942835e-212,7.86751016808566e-208,2.55272305063241e-209,5.6159907113913e-208
SLC20A2,3603.64137407903,0.397709431454097,-1.33021331964211,0.0428895175958868,-31.0148818220721,3.39638627536713e-211,6.98874403882295e-207,2.16910947821164e-208,4.98895179988678e-207
SESN2,941.764766065805,7.13195334397707,2.83429726512877,0.0939950292666536,30.153693096772,9.59478140409517e-200,1.97422222170662e-195,5.87240600186474e-197,1.40937744044754e-195
BCL6,1781.36791158422,5.35866492453858,2.42187360764839,0.0805334574619815,30.0728875174857,1.09641802996392e-198,2.25588009665077e-194,6.44211377685601e-196,1.610528444214e-194
NEDD4L,2677.72806148463,0.395672001372056,-1.33762311426418,0.0445640722455993,-30.0157289686711,6.11800383703695e-198,1.25871810943198e-193,3.45643686008599e-195,8.98673583622357e-194
FOSB,3805.30384041023,11.3670092632296,3.50678081625266,0.116910000794033,29.9955589122847,1.12135416836882e-197,2.30696193058518e-193,6.10058199228506e-195,1.64715713791697e-193
CHAC1,1174.09213476329,10.9752724004834,3.45618484202381,0.116311209272985,29.7149764294175,4.91860066445833e-194,1.01185452869237e-189,2.58033304143673e-191,7.22493251602284e-190
MYC,14783.1228068856,2.55206286739866,1.35166386882345,0.0466713657584436,28.9613095065449,2.02180787774339e-184,4.15906098530592e-180,1.02408054883354e-181,2.96983359161726e-180
EZR,18417.8277360061,0.545529139246752,-0.874271835233046,0.0304268207019752,-28.7335914519749,1.45237068482175e-181,2.98752649867835e-177,7.11129099644891e-179,2.13338729893467e-177
PRDM1,848.692420851027,4.59027159703611,2.19857951749637,0.0771633398224634,28.4925396250971,1.44929574965007e-178,2.98105642745523e-174,6.86732427955157e-176,2.12887052666099e-174
PHLDB2,2819.41290738149,0.0967367779868581,-3.36979170305351,0.120948042965678,-27.8614818431562,7.81969102834081e-171,1.60835405070914e-166,3.58948254735307e-168,1.14863441515298e-166
FHL2,4264.10666620026,0.435892066715791,-1.19795714816709,0.043523494399667,-27.524378837014,8.9693771399877e-167,1.84473179638127e-162,3.99246002452362e-164,1.31751180809279e-162
