,baseMean,foldChange,log2FoldChange,lfcSE,stat,PValue,PAdj,FDR,falsePos
CHAC1,1174.09213476329,21.0385055222713,4.39496032080156,0.114487792330828,38.3880257565079,0,0,0,0
MAFB,983.664984514375,9.90596165728372,3.3082970367856,0.0729601214666001,45.3439080183013,0,0,0,0
CCDC80,1170.94782880791,6.27906167906135,2.65054898394066,0.0700080305649034,37.860642022823,0,0,0,0
CEBPG,7176.60661114552,4.50559927021058,2.17171900540894,0.0426688696843914,50.8970362110008,0,0,0,0
MAT2A,15966.2427857622,3.9301130272125,1.97457080394804,0.0414681859057754,47.6165224211806,0,0,0,0
TFRC,14039.1110314404,0.365837106434738,-1.45072668148914,0.0370658319667666,-39.139191123239,0,0,0,0
TPM4,13277.5532882383,0.364825562041219,-1.45472127728682,0.0372194508817006,-39.0849741956311,0,0,0,0
PFN2,5907.40903992903,0.352638959944666,-1.50373622087043,0.0396292713160017,-37.9450888430352,0,0,0,0
SLC20A2,3603.64137407903,0.314780788582413,-1.6675806006196,0.0420985543711395,-39.6113506872056,0,0,0,0
SQLE,7707.3844073847,0.309795528079425,-1.69061177601554,0.0390966306677196,-43.241879086307,0,0,0,0
ALDH1A3,12694.5027068649,0.304604909033615,-1.71498890230253,0.0420698634959938,-40.7652594942658,0,0,0,0
FLJ41200,3266.83734353201,0.296701434273536,-1.75291619397307,0.0430271266165138,-40.7397921222168,0,0,0,0
FDFT1,11390.3136226327,0.283746448972419,-1.81732575739813,0.041353511283649,-43.9461052033251,0,0,0,0
ACAT2,4623.15416165302,0.279162632549593,-1.84082225306507,0.0486635956814525,-37.8275017965159,0,0,0,0
IDI1,4904.84482216242,0.279095326172055,-1.84117013015682,0.0476659314087035,-38.6265426006265,0,0,0,0
PLCG2,7913.154482484,0.278650838442037,-1.84346960049037,0.048942884576652,-37.6657325459274,0,0,0,0
QPRT,3769.96207820728,0.276499589396897,-1.85465075683425,0.0468125978073315,-39.618624979274,0,0,0,0
SCD,32834.8257448969,0.257375062825725,-1.95805581786529,0.0413035078615216,-47.4065259645758,0,0,0,0
TM4SF1,9190.05584637133,0.237807619315821,-2.07213315535867,0.0442990294381583,-46.7760396026594,0,0,0,0
MVD,6849.7845964159,0.235399444516068,-2.08681717890718,0.0486797049320637,-42.8683202131051,0,0,0,0
HMGCR,4796.33207643566,0.215348217783933,-2.2152567109636,0.0527964656505401,-41.9584281574147,0,0,0,0
ACSL1,7421.07985416026,0.20939383103844,-2.25570915529939,0.0392326794478269,-57.4956690964511,0,0,0,0
C6orf223,1147.55552679326,0.175084148154085,-2.51387962456385,0.0644558030572375,-39.0016027312777,0,0,0,0
IFFO2,6768.5641128369,0.172452290117318,-2.53573080738196,0.0554684530415987,-45.7148283093506,0,0,0,0
CYP1B1,17378.9684917777,0.169763151779996,-2.55840474855998,0.0443279512011736,-57.7153845200102,0,0,0,0
HMGCS1,7606.77797285847,0.162332912323682,-2.62297256491891,0.0468313698142969,-56.0088798452819,0,0,0,0
CYP1A1,1163.2917651145,0.11315352532854,-3.14364656203003,0.0713044749299071,-44.0876475862176,0,0,0,0
INSIG1,4080.07865818837,0.0962683825029435,-3.37679413932775,0.0659777789891962,-51.1807792117509,0,0,0,0
MSMO1,2648.67020088946,0.228151221106383,-2.13193771951971,0.0578276664114041,-36.8670889181736,1.5570686364418e-297,3.20304589202442e-293,9.36711014874607e-295,2.71646194313636e-293
RARRES1,12267.090327622,0.306410472826903,-1.70646248679803,0.0463606861842849,-36.8083958036083,1.35517779848556e-296,2.7876007314848e-292,7.88081062412638e-294,2.36424318723791e-292
LDLR,7387.61064312406,0.239573067581251,-2.06146236310002,0.0561900388347242,-36.6873276091434,1.1630541690493e-294,2.3922861203175e-290,6.54536872039807e-292,2.0290643033234e-290
KRT4,3423.45437779001,0.276772070383588,-1.85322972977433,0.0508434049918056,-36.4497564644425,6.94076156041125e-291,1.42757583774539e-286,3.78401644321671e-288,1.21088526182935e-286
NIPSNAP1,4124.06056271786,0.265989315529366,-1.91055979932023,0.0527635561423973,-36.2098376038956,4.2625544144541e-287,8.76679566420775e-283,2.23675280722611e-284,7.38128426384618e-283
GABRP,16955.6980221758,0.303707645366412,-1.71924486832675,0.0474808599321771,-36.209219268197,4.35914223579548e-287,8.96501192213697e-283,2.23675280722611e-284,7.60495954456879e-283
DPYSL2,4296.69027016593,0.352796571329272,-1.50309155482609,0.0416255398681682,-36.1098392858451,1.58944148659096e-285,3.2686864171743e-281,7.92268462144737e-283,2.77293961750658e-281
H1F0,20335.5411049992,2.96439216877701,1.56773631894055,0.0435060141315576,36.0349333358805,2.37478599494688e-284,4.88350992000877e-280,1.15084767966231e-281,4.14305164678433e-280
DDIT4,12070.1385330393,4.75091195793586,2.24820447152959,0.0624007029048071,36.0285119697971,2.99354453515878e-284,6.15562562764699e-280,1.39844007072252e-281,5.17422826167332e-280
NBEAL2,1695.69572532288,0.22564392419684,-2.147880162555,0.0596169193197565,-36.0280300804341,3.04601184726904e-284,6.26320956035461e-280,1.39844007072252e-281,5.31407226874557e-280
IMPDH2,3177.73853803802,0.307000914261817,-1.70368514287814,0.0473144884621162,-36.007683867115,6.34219022444284e-284,1.30401773204769e-279,2.8370730937341e-281,1.1064585065563e-279
USP11,2701.84406581442,0.256009141826002,-1.96573276657008,0.0553423314131018,-35.5195149242431,2.45677808057608e-276,5.05113573366443e-272,1.07152375984326e-273,4.28609503937304e-272
EGR1,11043.6275569281,4.43347529512782,2.14843803635083,0.0613649575198731,35.0108290330855,1.53951464141929e-268,3.16508815129391e-264,6.55082254492704e-266,2.68583724342009e-264
QARS,4497.36878505681,0.396560690950465,-1.33438641727388,0.0381871437256909,-34.9433418445525,1.63446182792163e-267,3.36012662584128e-263,6.78924310712397e-265,2.85148210499207e-263
VCL,12250.7780261678,0.398980784125893,-1.32560883042938,0.0379711865775336,-34.9109140353728,5.07766118529737e-267,1.04381480986158e-262,2.0601134195046e-264,8.8584877038698e-263
WWTR1,6141.34064187146,0.330510576252277,-1.59723165655053,0.0463931175180455,-34.4282027593695,9.54523649916978e-260,1.96211881476934e-255,3.78468627192082e-257,1.66526195964516e-255
NFASC,3238.96102155301,0.239576964721601,-2.06143889493899,0.0600155641607714,-34.3484048473951,1.48780737644745e-258,3.05818806228773e-254,5.76806388655603e-256,2.59562874895022e-254
BAMBI,1106.27209571546,6.54061213875577,2.70942566450314,0.0795994084551885,34.0382638148428,6.05433141154468e-254,1.24440727832889e-249,2.29617099577844e-251,1.05623865805808e-249
ST3GAL1,6518.45065139413,0.358844020302102,-1.47857121473039,0.0436523710470965,-33.8714983691302,1.75141224983003e-251,3.59967759707566e-247,6.50109321500739e-249,3.05551381105347e-247
LITAF,4098.80923871848,0.359030052920228,-1.47782348375185,0.0439361240256027,-33.6357272409984,5.04182155321027e-248,1.03619516561577e-243,1.83249205869388e-245,8.79596188173063e-244
CCDC71L,2192.31774953682,3.81995099714437,1.93355413128975,0.0576239577745627,33.5546915894641,7.69060836300085e-247,1.58049692468031e-242,2.73817047961047e-244,1.34170353500913e-242
PPP1R15A,2943.87317460688,3.72625901845122,1.89772796189282,0.056604032099882,33.5263742085395,1.98980694998294e-246,4.08905328221494e-242,6.94283440988048e-244,3.47141720494024e-242
MAGED2,3016.63710033327,0.386170961304443,-1.37268841210365,0.0411048143253912,-33.3948330537943,1.62944280113604e-244,3.34834201205444e-240,5.57397237423908e-242,2.84272591086193e-240
RBM15,1363.087400679,3.61392346998895,1.85356595538999,0.0555508661789364,33.3670036650629,4.12902322482219e-244,8.48431692236463e-240,1.38528729192784e-241,7.20349391802479e-240
CYP51A1,4064.17256052854,0.376612370521906,-1.4088477062005,0.042243216555445,-33.3508624834797,7.07789442576807e-244,1.45429496766256e-239,2.3298291726783e-241,1.2348094615195e-239
PDCD4,3146.08761786165,0.329342994800864,-1.60233723088305,0.048132688201023,-33.2900008449765,5.38787317960851e-243,1.10699242348236e-238,1.74068213873056e-240,9.399683549145e-239
DOCK11,4421.00213837627,0.375001929560739,-1.41503007591739,0.0427110285048955,-33.1303207965408,1.08784103261127e-240,2.23496940149985e-236,3.45063175544294e-238,1.89784746549362e-236
SESN2,941.764766065805,8.29108913184097,3.0515616290911,0.0924747064553444,32.9988787860028,8.42880902943716e-239,1.73161452700757e-234,2.62587504156358e-236,1.47049002327561e-234
HEXIM1,2936.57850698701,2.836332668416,1.50402675363784,0.0457799236729801,32.853413308016,1.01808926891593e-236,2.09146078513399e-232,3.1160676114925e-234,1.77615853855072e-232
NOP2,3516.35223601926,2.51651665872495,1.33142814815484,0.040541791961922,32.8408805759092,1.53721592732578e-236,3.15774895791262e-232,4.62383949450441e-234,2.68182690681256e-232
PSME4,6412.86113378783,0.435980610280473,-1.19766412060589,0.0367366940393357,-32.6013037352653,3.93040214625057e-233,8.07343904861329e-229,1.16219992955063e-230,6.85697958434874e-229
GADD45B,3836.75488778269,3.89394211599357,1.9612314383495,0.0606579825689327,32.332618977572,2.43522480843348e-229,5.00195175652237e-225,7.08082200132175e-227,4.24849320079305e-225
CNN2,4306.23332425677,0.384578401649523,-1.37865035329144,0.0428244079592687,-32.1930977913975,2.20458087708868e-227,4.52798866345244e-223,6.30510130847362e-225,3.84611179816891e-223
STEAP4,5142.4619950839,0.326927295391037,-1.61295826112463,0.0501736422205563,-32.1475218807972,9.5653056774822e-227,1.96452248004129e-222,2.69155359434443e-224,1.66876322849354e-222
PPP4R3A,2791.19787343228,2.34618475182468,1.23031662378694,0.038505878802004,31.9513970870054,5.16646404074449e-224,1.0610367200477e-219,1.43070050245759e-221,9.01341316548284e-220
ING1,1548.77067977963,3.4443530352526,1.78423302197556,0.0560426579872881,31.8370520966417,1.98881951700974e-222,4.08423976013121e-218,5.42139770214875e-220,3.4696945293752e-218
EMP2,4057.82825350072,0.415376217466348,-1.26750947842937,0.0405568974392339,-31.2526242996883,2.05655277005123e-214,4.22313111330019e-210,5.51978763481749e-212,3.58786196263137e-210
TACSTD2,24123.4191674711,0.324096112085991,-1.62550638095146,0.0521627188787724,-31.1622249739164,3.46414909242488e-213,7.11328374638524e-209,9.15690076764309e-211,6.04355450664444e-209
LIF,4006.12554336164,0.215756839974998,-2.21252179809454,0.0710238820854168,-31.15180039629,4.7951242668672e-213,9.84582865715842e-209,1.24859310387709e-210,8.36557379597652e-209
METTL7A,964.285926673304,0.166523374841182,-2.5862033926628,0.0832180385188862,-31.0774375206628,4.86064976576395e-212,9.97988609906655e-208,1.24704258549291e-209,8.47988958135179e-208
SYT12,6987.11199635104,0.334628948809131,-1.57936583631085,0.0508239528125177,-31.0752263236373,5.20676647805187e-212,1.06900122560883e-207,1.31648185472599e-209,9.0837247976093e-208
RPL4,25211.9778129856,0.539477583342095,-0.890365081556085,0.0288980506843679,-30.8105585141671,1.89220329404461e-208,3.88469336267359e-204,4.71591123827176e-206,3.30113786679023e-204
MSN,8623.98532927631,0.412649278693437,-1.27701197632551,0.0415395982956658,-30.74203961329,1.56226498766681e-207,3.2071737931812e-203,3.83877112321622e-205,2.72552749748352e-203
JAG1,2055.43200550421,3.33375014395861,1.73714598207492,0.0567148463739397,30.6294752280795,4.95965190089987e-206,1.01811734221673e-201,1.20175120920971e-203,8.65260870630992e-202
SDC1,8116.4344852482,0.418432389871224,-1.25693356333606,0.0410930305737839,-30.587511940235,1.79418619979571e-205,3.68292601232066e-201,4.28785923858028e-203,3.1301372441636e-201
MGP,32504.3224904945,0.45003052445172,-1.15190523570813,0.0377171128079954,-30.5406525036017,7.52549893224736e-205,1.54468391083309e-200,1.77418722124307e-202,1.31289854371988e-200
PDK3,3383.7339999711,0.352796988555396,-1.50308984865956,0.0492335986372819,-30.5297579348862,1.04994306212108e-204,2.15500813500351e-200,2.44230755490191e-202,1.83173066617643e-200
STC2,14850.6405182022,3.36829833285322,1.75201992470678,0.0574013417883664,30.522281711921,1.31942977794061e-204,2.70799767624531e-200,3.02878577709893e-202,2.30187719059519e-200
FASN,36988.520532606,0.308535066654379,-1.69649362621502,0.0556550122521119,-30.4823152051439,4.47084510388688e-204,9.17551540670705e-200,1.01296576210923e-201,7.79983636824105e-200
EZR,18417.8277360061,0.531872274212875,-0.910848261723816,0.0300536424212884,-30.3074166171159,9.15379216342167e-202,1.8785412277774e-197,2.04739818055198e-199,1.59697058083054e-197
PADI2,5811.74870404735,0.384874609827155,-1.3775395951719,0.0455578701738637,-30.2371377308632,7.70139583536498e-201,1.58040343937525e-196,1.70074116131364e-198,1.34358551743777e-196
SEMA7A,1231.25001401621,0.246399038046135,-2.02093147119538,0.0669032374915068,-30.2067814199863,1.92947116002226e-200,3.95927482036567e-196,4.20769423221853e-198,3.36615538577483e-196
TP53INP2,910.58632667143,0.206820867548818,-2.27354633868147,0.0760217295988586,-29.9065326542584,1.61825316636058e-196,3.32049367205528e-192,3.48543762226256e-194,2.82320447403267e-192
TPD52L1,9047.14742499472,0.437565300418646,-1.19242976009062,0.0401484006358067,-29.7005544730751,7.55305815967699e-194,1.54973647320252e-189,1.60695917870396e-191,1.31770652653725e-189
FHL2,4264.10666620026,0.418708585578945,-1.25598159418394,0.0423627428780517,-29.6482595048081,3.57136518215627e-193,7.32736994423001e-189,7.50675144191545e-191,6.23060369678982e-189
SETD2,2755.48901234162,2.38915806125735,1.25650230237058,0.0424862023532622,29.5743613873293,3.19335751959315e-192,6.55149228719731e-188,6.6322994389074e-190,5.57113152868222e-188
FAM83D,3615.95408369747,2.2683950130788,1.1816718897457,0.0402561091317625,29.3538525016903,2.13375184902684e-189,4.37739191827856e-185,4.37946291272026e-187,3.72254347581222e-185
MME,7881.92756604723,0.481403712099683,-1.05468082842361,0.0359634848760873,-29.3264357460777,4.77419660493758e-189,9.79378691536896e-185,9.68495743834198e-187,8.32906339697411e-185
DHCR24,24260.3363359357,0.458499341065995,-1.12500843444,0.0386471006609356,-29.1097757710232,2.70002902196504e-186,5.53856953275688e-182,5.41433405944851e-184,4.7104706317202e-182
ATMIN,2423.75528504971,2.51702331317175,1.33171857908988,0.0458471218000195,29.0469396290284,1.68203620532015e-185,3.45019266435269e-181,3.33463677704719e-183,2.93448036380153e-181
YTHDF2,2883.40501518698,2.62288305931893,1.39115348678645,0.0479681116403458,29.0016312757319,6.27519795817965e-185,1.28710585320223e-180,1.23007981548766e-182,1.09477103578402e-180
XDH,647.635501366566,5.37745781417331,2.42692430183863,0.0839787145238301,28.8992790089679,1.21909234085823e-183,2.50035839110023e-179,2.3631427754014e-181,2.12682849786126e-179
DHRS2,292.216319675667,31.3832026510903,4.97192068151713,0.172046877678928,28.898639420796,1.24186230351889e-183,2.54693539828689e-179,2.38082744474621e-181,2.16655297471905e-179
CD24,11202.5854007854,0.323640364885169,-1.6275365409267,0.0563542117923384,-28.8804774153184,2.09998793938059e-183,4.30665526608171e-179,3.98221625982976e-181,3.66363895904338e-179
EPPK1,4428.39836741067,0.270290271841646,-1.88741850687113,0.0653544323991083,-28.87973221686,2.14572770835656e-183,4.40024381152679e-179,4.0252006021493e-181,3.74343655999885e-179
CAPN1,7487.27469840561,0.34873636636241,-1.51979127813425,0.0526891118307744,-28.8445036427161,5.93856595846697e-183,1.21776233544324e-178,1.10148091608818e-180,1.03539206112289e-178
CKAP2,1825.69961845908,2.809755056086,1.49044436718189,0.0516723115347016,28.844158949246,5.99797587002049e-183,1.2298849521477e-178,1.10148091608818e-180,1.04640687028377e-178
TAB2,3634.18200452579,2.13271238199961,1.09268941666707,0.037884608314822,28.8425686650048,6.27985070851721e-183,1.28762058927437e-178,1.14123203604991e-180,1.09558275460791e-178
ARID5B,2129.89884513159,2.87681682985052,1.52447336599241,0.0529056546312901,28.8149419304376,1.39397795455922e-182,2.85807300023276e-178,2.50714839126187e-180,2.43193393952401e-178
RNF6,2822.61710075061,2.50038195820981,1.3221484977369,0.0458881709974851,28.8124034799591,1.49988954212413e-182,3.07507353926289e-178,2.6701094848875e-180,2.61670729518975e-178
ZBTB2,1222.81858555949,3.43972863220298,1.78229475201522,0.0620043917213193,28.7446534436755,1.05643629520835e-181,2.16580004880663e-177,1.86167551577826e-179,1.84305876062048e-177
LRIG1,4811.18658832973,0.442222386946795,-1.17715603328004,0.0409883293921596,-28.7192976814813,2.19087885226748e-181,4.49130164714833e-177,3.82220724566585e-179,3.82220724566585e-177
ARF6,3719.43047038252,2.20353383449047,1.13981904886262,0.0399219092410447,28.5512158744839,2.71299670567565e-179,5.5613719469645e-175,4.68623173536805e-177,4.73309405272173e-175
SELENBP1,1425.78453516548,0.313844579718923,-1.67187780194584,0.0586577100819999,-28.5022684930703,1.09799930226786e-178,2.25067896978865e-174,1.87800939483971e-176,1.9155695827365e-174
EIF3L,8931.68224244093,0.506846539777016,-0.980379092857703,0.0344193581514377,-28.4833635927855,1.8828854730445e-178,3.85935035409931e-174,3.1892058216247e-176,3.28488199627344e-174
AKR1C3,6558.93397258839,0.266072830233102,-1.91010689639951,0.0670678690117419,-28.4802085491206,2.06014672838664e-178,4.22247673450127e-174,3.4558961368686e-176,3.59413198234334e-174
IER2,8399.59758006963,3.11226892313763,1.63796672527097,0.057601023574527,28.4364169874809,7.17459407902369e-178,1.4704330564959e-173,1.19207588859664e-175,1.25167968302647e-173
EIF3E,8661.38859534312,0.459206503218862,-1.12278502148185,0.0395145730927082,-28.4144540508534,1.34049356968655e-177,2.74720752171562e-173,2.20625007705204e-175,2.33862508167516e-173
ELF5,543.585059395222,0.11293535405579,-3.1464309069462,0.110818186355193,-28.3927305655528,2.48637501409467e-177,5.09532831638421e-173,4.05395313045753e-175,4.33772984958956e-173
HNRNPA1,15669.0617492448,0.481988916865855,-1.05292812222155,0.0371550725854154,-28.3387448591572,1.15198164288077e-176,2.36064078259128e-172,1.86087701312018e-174,2.00974717416979e-172
RPL5,10289.5107757776,0.457774420288984,-1.12729124525997,0.0399674099970814,-28.2052613702588,5.04024059503228e-175,1.03279570032807e-170,8.06715939641589e-173,8.79320374209332e-171
HSPA2,2183.59641354284,0.329945854619342,-1.59969880278391,0.0567212990886908,-28.2027885201039,5.40479003364117e-175,1.10744147789308e-170,8.5719969933549e-173,9.42919669269039e-171
CHST3,3762.85670093141,2.34852309756484,1.23175378247302,0.0437059851032178,28.1827255366528,9.52220346065612e-175,1.95100426705383e-170,1.4966158700415e-172,1.66124361574607e-170
NSD1,6978.02524502276,2.28278034385492,1.1907920456874,0.0422984303779446,28.1521568305832,2.25503602046087e-174,4.62011779872023e-170,3.51262128687146e-172,3.93413584129603e-170
YTHDF1,2476.06822235192,2.27699694902849,1.18713235839398,0.0423988040360716,27.9991944438811,1.66188517918315e-172,3.40470416659252e-168,2.56577423327693e-170,2.89932488360293e-168
EFEMP1,5294.50243572068,0.43901517523965,-1.18765728527571,0.0424681634219065,-27.9658263880345,4.23280127209612e-172,8.67131668601612e-168,6.47767113973587e-170,7.3845450992989e-168
VGLL1,2785.57664218187,0.391797967823739,-1.3518181802278,0.0484613580738504,-27.8947646941251,3.08820743357856e-171,6.32619292768569e-167,4.6849449466271e-169,5.38768668862116e-167
CREBBP,3518.6161473981,2.52006019595721,1.33345819538064,0.0479364320095848,27.8172183343561,2.68562413527223e-170,5.50123247869163e-166,4.03908609172063e-168,4.68533986639593e-166
GPATCH4,3268.97880068101,2.38504321485098,1.25401540681208,0.0451368842748749,27.7824982153257,7.05949318561546e-170,1.44599598920961e-165,1.05264887278844e-167,1.23159918116247e-165
MAGED1,1622.91569571533,0.319901979460738,-1.64429817542735,0.0592315937275905,-27.7604918582737,1.301774028243e-169,2.66629356464731e-165,1.9246398048074e-167,2.27107496967274e-165
WHSC1L1,2713.36667009428,2.24358079294419,1.16580313742687,0.0421622979675907,27.6503699661484,2.76235011499253e-168,5.65756927051621e-164,4.04974454673611e-166,4.81919601061597e-164
LBH,1617.95472143135,0.180579369229704,-2.46929501718576,0.0893197180244857,-27.6455755996547,3.15443462246389e-168,6.46028210680604e-164,4.58602220195875e-166,5.50322664235049e-164
NONO,7902.19813407041,0.449166474385755,-1.15467784533768,0.0417809225320621,-27.6364851554343,4.05684891916537e-168,8.30802090155876e-164,5.84923853254207e-166,7.0775786243759e-164
TUBA1B,15724.4126330985,0.42816935870274,-1.22374653977425,0.0445395269071367,-27.4755172484369,3.44420948350303e-166,7.0530521803175e-162,4.92521956140933e-164,6.00876786491938e-162
CANT1,2500.33828854827,2.17395554935622,1.12032244203083,0.040781688113933,27.4712130331868,3.87715618857586e-166,7.93925272734679e-162,5.49925746877191e-164,6.76408668658945e-162
SPOCK2,2656.8366596351,0.379798231224712,-1.39669490822375,0.0508569525426329,-27.4632048991318,4.83245113370548e-166,9.89492694137534e-162,6.79894697408272e-164,8.43069424786258e-162
MVK,1467.90765427827,0.286970856306601,-1.80102386529252,0.065616263467343,-27.4478272629603,7.37512885355118e-166,1.5100576327646e-161,1.029188351822e-163,1.2864854397775e-161
TUBA1A,1209.81929362389,0.276383106407932,-1.85525865950254,0.0675928879566263,-27.4475424203363,7.4330925329343e-166,1.52185136519297e-161,1.029188351822e-163,1.29677732329572e-161
GLYATL2,4099.82297968839,0.104343513163411,-3.26058718119242,0.118998475244154,-27.400243360283,2.72427255826621e-165,5.57740320853841e-161,3.7423353583868e-163,4.75276590515123e-161
FEN1,3402.32647658827,2.02709079179986,1.01941070742643,0.0372068493827403,27.3984689469385,2.86017786745252e-165,5.8553561302488e-161,3.89833305277943e-163,4.98986630755767e-161
PABPC4,8394.67347741258,0.512549247481439,-0.964237464544753,0.0352325347934645,-27.3678141580553,6.62880633601168e-165,1.35698294504495e-160,8.96481824326045e-163,1.1564615533806e-160
ACLY,13607.577068633,0.432339882899463,-1.2097621654145,0.0442927892741058,-27.3128467464058,2.98521568045902e-164,6.11073649789961e-160,4.006159443176e-162,5.2080072761288e-160
LTA4H,2190.76740681308,0.381163299088524,-1.39151888112745,0.0509671081653043,-27.3022922276513,3.98395772629206e-164,8.15476306994722e-160,5.30565851090773e-162,6.95041264928913e-160
PCSK9,1101.46508253267,0.234115881225135,-2.09470529205803,0.0767658236160788,-27.2869513200831,6.05909560259691e-164,1.24017568793954e-159,8.00810468809891e-162,1.05706981882906e-159
POU2F3,1097.05543378883,0.217460304880009,-2.20117601888818,0.0807919270102039,-27.2449995976724,1.90477632798395e-163,3.89850571048475e-159,2.49855096376e-161,3.3230727818008e-159
ZNF639,1145.9746211549,3.36476519439703,1.75050583181972,0.0644813553295376,27.1474726744438,2.71209431414647e-162,5.55057222333217e-158,3.53098488094025e-160,4.73151974045993e-158
DHCR7,14870.9951831316,0.39445646783811,-1.34206200149134,0.0494636101773484,-27.1323099280354,4.09511015650991e-162,8.38064293529753e-158,5.2920956881831e-160,7.14432917904719e-158
GCC1,1442.62978603352,3.38630867073022,1.75971348458477,0.0655206524074451,26.8573864869638,6.91512828658739e-159,1.41511185256724e-154,8.87068588880909e-157,1.20641328087804e-154
RBM15B,2330.90091098713,2.38168694958631,1.25198379693009,0.0467290134529529,26.7924294654882,3.95906300873441e-158,8.10143063477323e-154,5.04159220805698e-156,6.90698132503806e-154
ZNF770,2047.93399475301,3.09327109379255,1.62913327653465,0.0608888571153103,26.7558524452088,1.05559325344431e-157,2.15995491519774e-153,1.33448405069488e-155,1.84158798995894e-153
DNAJC14,1535.83646779588,2.7251903205876,1.44635698768035,0.0540761919909049,26.7466501325317,1.35069510719574e-157,2.76365725883321e-153,1.69526811799546e-155,2.35642268401369e-153
ELOVL6,2181.05164182545,0.409217655949362,-1.28905970248967,0.0483041428573453,-26.686317699428,6.78518661829593e-157,1.38824918210335e-152,8.45531183877077e-155,1.18374365742791e-152
STAT3,9904.26880308984,0.589026899357934,-0.763594575119981,0.0286633015917085,-26.6401472515947,2.32783084521643e-156,4.7625091262283e-152,2.88023666139332e-154,4.06113369256459e-152
CHAMP1,2448.25970656159,2.35660534516858,1.23671017426873,0.0467955737338695,26.42793058382,6.54503918899704e-154,1.33898411728501e-149,8.04117983741143e-152,1.14184753691242e-149
SOSTDC1,5775.22498524076,0.472468880337505,-1.08170878705903,0.0409827943282668,-26.394217495144,1.59646852312996e-153,3.26589565776696e-149,1.94769159821855e-151,2.78519898545253e-149
CDCP1,2893.72078631811,2.1310408397082,1.09155824149223,0.0413757187721927,26.381613996899,2.2274341739143e-153,4.55643934615909e-149,2.69859837486867e-151,3.88598165981088e-149
UBALD2,1484.84080140565,3.14738163837187,1.6541521244273,0.0627131755905669,26.3764688815426,2.55172098737132e-153,5.21954527966804e-149,3.07016029970208e-151,4.45173243456801e-149
UPP1,1196.7048410959,3.13573048235361,1.64880156440161,0.0625730220621674,26.3500388835862,5.12714227319085e-153,1.04870568055846e-148,6.12658384233476e-151,8.94481240980875e-149
10-Sep,3209.66227533803,0.422804217463983,-1.24193832723955,0.0471342801238515,-26.3489401763683,5.27796388107964e-153,1.07950195259722e-148,6.2639018958718e-151,9.20793578693155e-149
ELOVL5,3156.70891985561,0.443168836077471,-1.17407166119263,0.0445681499784559,-26.3432891372017,6.12658316695333e-153,1.2530087893053e-148,7.22191688720729e-151,1.06884369930668e-148
SLC35E1,2473.93795365602,2.42350349517166,1.27709416315758,0.048581847541259,26.2874762445578,2.66686753850955e-152,5.45401080300589e-148,3.12256181723743e-150,4.65261710768377e-148
DHX34,1476.8134503358,2.74718656566004,1.45795488937733,0.0555040823914354,26.2675253163413,4.50830912133336e-152,9.21949215312672e-148,5.24346406205212e-150,7.86519609307818e-148
CRKL,3069.77538169691,2.13778470261028,1.09611656581953,0.041780008866344,26.2354316229577,1.04818804184392e-151,2.14343972676664e-147,1.2110389786761e-149,1.82866885780091e-147
C10orf2,1507.85315996549,2.50095883379556,1.32248131071049,0.0505149430458868,26.1800020146351,4.49001200198507e-151,9.18117654165907e-147,5.15347035438365e-149,7.83327493866316e-147
PROM1,4190.24260799449,0.532299064845858,-0.909691063178591,0.0347553950975202,-26.1740964424685,5.24183053233927e-151,1.07179708894741e-146,5.97705722007784e-149,9.14489754671909e-147
BAG5,2042.23419691411,2.54025595356939,1.34497386878537,0.0515494404225212,26.0909499261562,4.61857596687923e-150,9.44314042188127e-146,5.23218677390747e-148,8.0575676318175e-146
ZNF148,2158.12389476902,2.58655117135911,1.37102973356206,0.0525698176970076,26.0801690708565,6.12098572675648e-150,1.25143553183536e-145,6.88946561219313e-148,1.06786716988993e-145
SNX5,2172.65849643936,0.420124944672521,-1.25110964734679,0.0480689982851409,-26.0273709039103,2.42722816992377e-149,4.96222527059215e-145,2.71445017003141e-147,4.234542265249e-145
LPIN1,2266.55837314083,0.34068676010708,-1.55348221290368,0.0597146414494551,-26.0150973897852,3.3420761321691e-149,6.83220623699328e-145,3.7137490574409e-147,5.83058602018221e-145
CALD1,9006.9826753951,0.438576735238717,-1.18909881011236,0.0457622089492345,-25.9842965935379,7.45276243621381e-149,1.52349369721083e-144,8.22917047229026e-147,1.30020893462186e-144
HJURP,1683.4242076471,2.69005632451732,1.42763638031019,0.0552257025707615,25.8509410266161,2.37453942319255e-147,4.8537960349479e-143,2.60542231301996e-145,4.14262147770173e-143
KIAA1217,2436.12974011691,0.371964925220578,-1.4267615074144,0.055262348949361,-25.8179671067149,5.57303210221688e-147,1.13912776169313e-142,6.07669487845473e-145,9.72271180552757e-143
FTSJ2,1599.81766909808,2.46738919957932,1.30298530056555,0.0505341844715644,25.7842352496802,1.33239318726178e-146,2.72327843544435e-142,1.44378456801049e-144,2.3244931544969e-142
SYNM,661.308345112474,0.213545916981614,-2.22738178111096,0.0864272288294391,-25.7717597946663,1.83868653009385e-146,3.75790753020581e-142,1.98010649407514e-144,3.20777252040173e-142
CDYL,1767.68515774802,2.40938875892246,1.26866719362586,0.0492805891132436,25.7437505609064,3.78706236348486e-146,7.73961935225401e-142,4.05331840450042e-144,6.60690899933569e-142
