ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
1	7,2,2	0,0,0	2,3,3	1,2,0	118	99
2	0,1,0	35,36,37	0,0,1	55,50,39	124	99
6	6,4,1	10,6,8	4,3,0	5,16,5	183	99
8	3,0,1	35,19,15	1,0,1	38,26,32	118	99
9	41,28,29	0,1,1	55,25,47	1,3,1	136	99
12	1294,760,811	0,0,0	722,579,711	3,0,0	105	99
13	3,6,2	2,0,0	2,1,5	2,0,0	102	99
14	2,0,1	0,0,0	0,1,0	0,1,0	102	99
19	40,41,39	1,1,0	53,30,44	1,3,2	719	99
20	4,3,1	362,217,176	1,1,2	246,226,221	151	99
21	16,14,10	0,0,3	15,14,19	1,5,2	1596	99
24	31,16,8	14,10,6	38,18,22	13,7,14	102	99
29	150,114,101	186,133,110	119,71,101	139,85,118	102	99
30	4,1,1	0,0,0	0,0,1	1,0,0	102	99
31	0,0,0	37,28,26	0,1,0	57,47,36	116	99
32	9,6,3	14,7,16	14,8,3	27,22,21	351	99
33	2,7,5	20,15,14	3,2,4	22,11,24	210	99
34	23,18,18	1,3,1	36,15,28	0,2,0	417	99
36	15,12,14	0,2,1	18,13,17	0,0,3	103	99
37	33,21,21	0,1,2	24,15,28	0,0,0	198	99
38	1,0,2	2,0,0	1,0,0	1,1,0	125	99
39	0,0,0	229,172,98	0,0,2	136,134,124	127	99
42	1,0,0	0,0,0	0,0,0	0,1,0	102	99
44	16,4,1	0,0,0	11,8,12	2,0,0	144	99
47	81,57,74	70,43,45	106,89,105	108,65,104	102	99
48	166,130,104	45,19,13	221,127,194	32,29,32	111	99
49	167,107,93	0,0,0	178,126,163	0,2,4	120	99
57	138,90,66	0,0,0	70,60,86	1,0,0	135	99
58	0,2,0	88,39,24	1,2,2	30,33,26	128	99
60	109,82,71	0,6,0	105,83,82	2,0,3	223	99
63	1,0,0	6,7,6	0,0,0	7,8,5	146	99
65	4,2,3	5,4,1	3,0,0	0,1,0	887	99
67	86,33,44	1,0,0	75,65,70	1,3,2	102	99
68	12,7,8	5,3,0	14,21,22	2,1,4	102	99
69	0,0,0	1,0,3	2,1,1	0,3,0	147	99
71	0,0,1	30,16,17	0,0,0	17,15,15	119	99
72	26,18,11	5,0,1	24,14,14	5,0,0	124	99
73	42,38,15	1,0,2	30,19,30	1,1,0	152	99
