ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
4052	793,607,397	10,15,5	769,660,778	18,10,17	140	99
4053	805,618,408	1,0,1	790,676,804	2,0,0	144	99
4054	22,26,16	1,0,1	39,26,43	2,0,0	102	99
4055	100,75,64	0,3,0	39,42,50	0,2,0	156	99
4058	297,176,230	1,0,0	274,232,284	0,3,0	105	99
4059	1,2,2	254,151,163	5,3,3	228,214,223	116	99
4067	311,236,220	7,4,4	240,207,218	2,4,6	198	99
4068	68,31,30	0,0,0	50,44,42	0,0,1	141	99
4069	62,35,38	0,0,3	55,48,62	0,0,0	102	99
4070	0,1,0	138,100,84	0,2,0	114,86,98	198	99
4072	1,0,0	0,0,0	0,0,0	0,2,1	198	99
4074	10,17,14	3,11,1	21,16,29	2,0,5	113	99
4083	4,3,0	76,42,34	6,4,0	81,78,76	198	99
4084	118,68,85	0,0,0	136,113,111	0,0,1	101	99
4085	1,2,0	2,0,0	0,3,0	0,0,0	198	99
4087	9,11,5	639,415,340	6,10,3	583,473,492	114	99
4088	103,73,45	6,2,7	32,25,30	1,3,1	132	99
4090	4,0,1	7,5,3	1,0,2	12,2,8	119	99
4091	3,3,2	0,0,0	10,3,6	0,2,0	133	99
4092	0,2,0	16,9,12	0,0,0	23,12,16	101	99
4093	24,27,20	0,0,4	53,28,35	0,0,0	165	99
4094	19,10,12	3,0,0	19,18,24	0,0,0	198	99
4096	47,32,25	77,58,27	42,31,33	49,60,53	136	99
4097	99,54,57	77,58,27	80,56,58	49,60,53	198	99
4098	68,32,39	2,1,0	52,38,31	3,2,4	198	99
4100	0,0,0	38,21,18	0,0,1	25,14,33	118	99
4106	137,131,91	0,0,0	125,68,87	0,0,2	198	99
4108	25,14,11	1,0,0	14,6,16	0,0,0	164	99
4109	11,21,6	1,0,0	11,13,12	0,3,0	164	99
4110	2,0,2	30,26,19	1,0,2	51,24,43	164	99
4114	2,0,0	1,0,0	2,2,1	3,0,0	148	99
4116	0,0,0	223,133,122	1,2,0	194,136,157	198	99
4117	0,0,0	150,128,70	0,0,2	167,111,122	122	99
4121	0,0,1	22,27,31	2,0,0	36,12,27	116	99
4122	21,4,19	36,21,18	28,37,33	35,25,41	119	99
4127	0,0,0	35,24,23	1,1,1	52,16,28	137	99
4128	51,22,22	10,20,15	27,38,48	11,6,14	101	99
4129	1,1,6	0,1,0	0,0,2	0,0,2	101	99
4130	22,9,21	5,2,0	35,13,22	7,4,2	101	99
4131	246,199,172	18,16,13	312,232,274	9,10,17	171	99
4132	5,5,1	294,237,221	0,4,1	409,276,334	119	99
4133	1,11,4	211,141,133	4,1,6	184,151,181	198	99
4134	1,9,4	17,11,11	3,1,6	26,11,9	198	99
4135	0,0,1	0,2,2	0,0,0	6,2,4	198	99
4136	1,5,0	80,29,35	2,2,1	61,42,65	161	99
4137	1,3,0	131,102,87	2,1,1	149,117,134	161	99
4139	1352,841,800	1,0,1	1264,1016,1151	1,0,0	198	99
4140	81,71,52	46,61,35	77,44,61	40,32,33	101	99
4141	30,19,10	1,0,1	25,12,22	4,2,3	198	99
4142	0,1,4	28,21,4	1,1,0	18,14,11	127	99
4143	10,8,9	3,2,0	19,15,19	1,0,0	198	99
4144	10,8,11	11,3,2	21,16,20	2,3,1	198	99
4145	10,8,9	1,0,0	20,15,18	1,0,0	198	99
