,baseMean,foldChange,log2FoldChange,lfcSE,stat,PValue,PAdj,FDR,falsePos
C1orf141,0,NA,NA,NA,NA,NA,NA,NA,NA
PKP1,180.511695644281,0.384827653046735,-1.37771562249467,0.284981940121004,-4.83439624949459,1.33550333774898e-06,0.0251782444265815,1.12290833017715e-05,2.24581666035429e-05
RERE,2872.00082145151,1.07446222719829,0.103614765602754,0.0563436590910586,1.8389782856541,0.0659183799656664,1,0.161918910253457,0.485756730760372
CSMD2,0.28156449591019,0.180236708906141,-2.47203521934463,3.95763038540023,-0.624625085875631,0.532217151287304,1,NA,NA
HIVEP3,483.193285594955,0.773030220471611,-0.371403279608781,0.0973049502186567,-3.81690015537946,0.000135138824293455,1,0.000792753270785369,0.00396376635392684
TTLL7,185.816858280488,1.23586351312766,0.305519423010384,0.142989930933029,2.13664990966026,0.0326264769568615,1,0.0925551023598567,0.55533061415914
SLC44A5,9.49813945084256,1.22572446142712,0.293634702674969,0.617350746845508,0.475636749733213,0.634333189175193,1,0.786927702321499,5.5084939162505
GLMN,200.30420405002,0.938681125394369,-0.091292944401378,0.15631396348046,-0.584035759625466,0.559196253506999,1,0.730525948751717,5.84420759001374
MAN1A2,2141.16770731989,1.10056761304873,0.138247779499093,0.0625594771510216,2.20986149173461,0.0271147764979281,1,0.0796259400196053,0.716633460176448
ANXA9,234.801814750025,1.14776681417537,0.198829566922635,0.119084103437733,1.66965666434731,0.0949873123647332,1,0.21505373479124,2.1505373479124
MPZL1,4348.93737579347,1.0291088308152,0.0413955588839818,0.0428230100542211,0.966666257966642,0.333710900120923,1,0.528333629217098,5.81166992138808
RFWD2,1285.81959979423,1.04098447498491,0.0579485527590423,0.0549453677965645,1.05465765510201,0.291581924845623,1,0.482705611862657,5.79246734235188
C1orf21,770.260416960208,0.918981618481333,-0.121892089946545,0.0760719826909064,-1.60232566097052,0.109083614061176,1,0.238264566088418,3.09743935914944
LINC01032,0,NA,NA,NA,NA,NA,NA,NA,NA
HSD11B1,0,NA,NA,NA,NA,NA,NA,NA,NA
SDCCAG8,8.29373547672105,0.518838439979604,-0.946642724176845,0.927165377990034,-1.02100741318559,0.307250926505791,1,0.500300283720604,8.00480453952967
PRKCZ,579.868776246772,1.12652134216005,0.171874645962872,0.0900645998737489,1.90834852099275,0.0563461856605595,1,0.142874006761257,2.42885811494136
ACOT7,1454.98967599668,0.903597137496524,-0.14624839445972,0.0618537632743612,-2.36442193195285,0.0180582328682634,1,0.057340549632927,1.03212989339269
AGRN,14878.4339617383,0.954209643397919,-0.0676218283806402,0.0538699068144493,-1.25528021820343,0.209377053701229,1,0.385212868464097,7.31904450081784
PRDM16,0.670238874046883,3.85825634934283,1.94794900176938,2.39656695989352,0.812808085218669,0.41632809922768,1,NA,NA
CAMTA1,519.250770178537,1.10530338182132,0.144442412490701,0.0957225956915656,1.50896882232611,0.131306750468203,1,0.2738555810915,5.75096720292149
PLEKHM2,1927.90198133995,1.01541995909823,0.0220765230775855,0.0576467829894778,0.382961926628501,0.701747994114442,1,0.832967780650266,18.3252911743058
KAZN,1089.93776778119,0.84160667792494,-0.248781942810651,0.0636672462265941,-3.90753421194356,9.32428418262979e-05,1,0.000566436767405496,0.0130280456503264
PEX14,569.68788293765,1.14300477916106,0.192831435798709,0.0840111548712044,2.29530752308232,0.0217155067844693,1,0.0666066149837272,1.59855875960945
PTCHD2,5.16567637004909,0.51499427662122,-0.957371695865421,0.90049843310539,-1.06315753661436,0.287710515596369,1,NA,NA
DHRS3,1217.43890037736,1.55822560572032,0.639904127296015,0.0623666805883314,10.2603525032842,1.06317919118538e-24,2.15240627255481e-20,4.39916595473861e-23,1.14378314823204e-21
KDM1A,3952.201890042,1.06395573742652,0.0894381332417967,0.0390018240105784,2.29317821693515,0.0218377467120081,1,0.0668698481243876,1.80548589935846
EIF4G3,45.9445642310588,1.14318919062659,0.193064180273503,0.267107396503026,0.722796084275844,0.469805173400411,1,0.658522725285386,18.4386363079908
ALDH4A1,1192.77398769788,0.882048244979292,-0.181070526532205,0.073295831872301,-2.47040686907918,0.013495945507474,1,0.0449936322195384,1.30481533436661
PLA2G2E,0,NA,NA,NA,NA,NA,NA,NA,NA
ACTL8,5.44819960311993,0.790300985744508,-0.339525887240385,0.87245987641297,-0.38915931427851,0.697158298344998,1,NA,NA
WDTC1,1857.79944000827,1.0442643317658,0.0624869435730628,0.0614101013558975,1.01753526200722,0.308898866426742,1,0.501759974449011,16.0563191823684
TRIT1,805.163578218499,0.840058403484069,-0.251438462843804,0.0741397448123302,-3.39141257472993,0.000695333427760566,1,0.00346346311304678,0.114294282730544
EPHA10,65.110174847478,0.741435586593514,-0.431606733210372,0.269221197735866,-1.60316771799605,0.108897630561826,1,0.23807073899727,8.09440512590719
AGBL4,0,NA,NA,NA,NA,NA,NA,NA,NA
PDZK1IP1,413.735802698228,0.926764676521462,-0.109725037713637,0.0863134476447536,-1.27123919513956,0.203643566598187,1,0.377467553328358,13.5888319198209
SLC5A9,2.32253865521087,1.24876760323366,0.320505015089894,1.10363124997479,0.290409514135464,0.771502965965884,1,NA,NA
PIK3R3,5822.43948347087,1.16451944305512,0.219734727281736,0.0374519988714661,5.86710279565738,4.43475753942355e-09,8.59766444168043e-05,5.37033417119476e-08,2.04072698505401e-06
LOC101929626,3.09371172881722,2.01634611715741,1.01174330681736,1.11358505008279,0.908546057386581,0.363589791554144,1,NA,NA
ZSWIM5,102.431091813936,0.954765830432984,-0.066781159329624,0.19489141249064,-0.342658296105433,0.731855540146728,1,0.852827973067009,34.1131189226803
EPS15,2543.75767185643,1.05193336288575,0.0730433167222214,0.0545619328409594,1.33872304221943,0.180660852091752,1,0.347210160457378,14.2356165787525
ZCCHC11,2098.70127029819,1.23922157289552,0.309434164506802,0.0490099571151037,6.31369996468415,2.7244189886619e-10,5.32569423903628e-06,3.80408655175425e-09,1.59771635173678e-07
DAB1,0,NA,NA,NA,NA,NA,NA,NA,NA
PDE4B,200.099936163811,1.22754538851657,0.295776369205676,0.139576690697074,2.11909572958428,0.0340823775541372,1,0.0956392571992394,4.20812731676654
INADL,2212.41806207408,0.96558900751343,-0.0505188426719459,0.058660352497428,-0.861209326591772,0.389122764246843,1,0.583128370130777,26.2407766558849
LOC101926964,0.514554359304023,0.728937573859201,-0.45613282730372,2.79480321301371,-0.163207493529342,0.870355066334426,1,NA,NA
ROR1,269.156703317633,1.14838785959048,0.199609984002216,0.128722918303214,1.55069498604765,0.12097479666891,1,0.257909838645807,12.121762416353
FPGT-TNNI3K,0,NA,NA,NA,NA,NA,NA,NA,NA
WLS,2894.38034869579,0.905786176598566,-0.142757572616662,0.0559408955881212,-2.55193577285123,0.0107126264739682,1,0.0372444426689038,1.82497769077629
GNG12-AS1,16.2050243768619,1.24128263681068,0.31183165076143,0.496743404869021,0.62775196953778,0.530166434802084,1,0.707193494443136,35.3596747221568
TNNI3K,0,NA,NA,NA,NA,NA,NA,NA,NA
ST6GALNAC3,412.066853788908,0.926240433894523,-0.110541357381657,0.118267048702208,-0.934675876287363,0.349955362751676,1,0.545063548240841,28.3433045085237
ADGRL2,1183.77219115107,1.1139170868509,0.155641851312814,0.0576602595891541,2.6992915471038,0.00694872721863012,1,0.0258078012931625,1.36781346853761
IFI44L,0.317947281300213,1.70100732711424,0.766389355444923,3.23953879475785,0.236573600132549,0.812987602909186,1,NA,NA
ZZZ3,2255.84818749787,0.96005001350726,-0.0588185303458163,0.053557552983486,-1.09823035350313,0.272103915120912,1,0.460827209372754,25.3454965155015
MCOLN2,93.5336099728121,1.02795726937935,0.0397802951390111,0.194927398702408,0.204077494512421,0.838292941014076,1,0.917698987222817,51.3911432844778
HS2ST1,1496.83344415668,1.16864424355366,0.22483581423743,0.056719803384534,3.96397379435798,7.37123479124689e-05,1,0.00045609127147694,0.0259972024741856
COL24A1,12.4850751572922,1.48405173772725,0.569541388765596,0.559103493824827,1.01866898535969,0.308360141457539,1,0.501287930533438,29.0746999709394
MIR548N,0.0574529364909801,2.1984177787697,1.13646557649898,4.4026359178766,0.258132990712324,0.796304271221116,1,NA,NA
DPYD,65.165677380059,1.06272120805415,0.0877631730583117,0.234954099102309,0.373533270513812,0.708751587968627,1,0.837423751260551,50.245425075633
CCDC18-AS1,48.631775022316,1.08723970576247,0.120670049095621,0.276934533707057,0.435734927964117,0.663029060993482,1,0.80676224958029,49.2124972243977
LINC01397,2.51485791814698,1.10985449412151,0.150370546512875,1.26434608226388,0.118931476612502,0.9053296440059,1,NA,NA
ATP1A1,36681.0354378977,1.04072884675497,0.0575942354016604,0.0331797200209183,1.73582644354292,0.082594526937487,1,0.192515234240677,12.1284597571627
CEPT1,1319.46617010686,1.2701306487783,0.344976903808565,0.056226865370475,6.13544613478869,8.49205365951537e-10,1.6549786705303e-05,1.12179260708211e-08,7.17947268532551e-07
