,baseMean,foldChange,log2FoldChange,lfcSE,stat,PValue,PAdj,FDR,falsePos
C1orf141,0,NA,NA,NA,NA,NA,NA,NA,NA
PKP1,180.511695644281,10.2020780564716,3.3507911388895,0.176638740137588,18.9697409315731,3.0339808630951e-80,6.09435735969913e-76,1.03179006116096e-78,2.06358012232192e-78
RERE,2872.00082145151,0.883749765962719,-0.178290167024131,0.0558030722198748,-3.19498837486283,0.00139836473073007,1,0.00301593164696709,0.00904779494090127
CSMD2,0.28156449591019,0.116046318943205,-3.10722733460575,3.95762771418261,-0.785123705160708,0.432381042343432,1,NA,NA
HIVEP3,483.193285594955,1.21456332851774,0.280437715462916,0.0908849222810805,3.085635201355,0.00203117856143651,1,0.00429734916114739,0.0214867458057369
TTLL7,185.816858280488,0.638113689366614,-0.648114610594179,0.145497684080662,-4.45446685072233,8.41019214575094e-06,0.11921447366602,2.28364532567737e-05,0.000137018719540642
SLC44A5,9.49813945084256,1.19492898611977,0.256924882292138,0.594811421878223,0.43194342415425,0.665782533018214,1,0.745187789249744,5.21631452474821
GLMN,200.30420405002,1.25514130440087,0.327849792608467,0.149018009019924,2.2000682653372,0.0278020520205949,1,0.049062775596935,0.39250220477548
MAN1A2,2141.16770731989,1.22348428079859,0.290995565937453,0.0613073339213072,4.74650498276387,2.06961628536936e-06,0.0300777334752729,5.95129812338123e-06,5.3561683110431e-05
ANXA9,234.801814750025,0.574605385925979,-0.799356579197078,0.122010174320532,-6.55155673408921,5.69403470674685e-11,9.20668471733898e-07,2.24188962974285e-10,2.24188962974285e-09
MPZL1,4348.93737579347,0.932887021808723,-0.100225722219335,0.0422090966049975,-2.37450526736619,0.0175724854848929,1,0.0321520274535334,0.353672301988867
RFWD2,1285.81959979423,1.17804028533414,0.236388875720175,0.0524548799596645,4.50651828584771,6.59000087472588e-06,0.093782302448224,1.80513668174702e-05,0.000216616401809642
C1orf21,770.260416960208,0.846713203246946,-0.24005470894196,0.0739670622564653,-3.24542710794192,0.00117274583844258,1,0.0025536350346317,0.0331972554502121
LINC01032,0,NA,NA,NA,NA,NA,NA,NA,NA
HSD11B1,0,NA,NA,NA,NA,NA,NA,NA,NA
SDCCAG8,8.29373547672105,2.43233991875613,1.2823448590593,0.828701417548265,1.54741482505623,0.121763248651598,1,0.184287467335453,2.94859947736725
PRKCZ,579.868776246772,1.74062970029204,0.799609318225087,0.0851593732815636,9.38956320851878,6.02495884510608e-21,1.07539490426298e-16,3.82084449333772e-20,6.49543563867412e-19
ACOT7,1454.98967599668,0.843651237245733,-0.245281378281589,0.0604145354348298,-4.0599729273128,4.90784061263024e-05,0.672864947991607,0.000124270228342449,0.00223686411016408
AGRN,14878.4339617383,0.65703918958731,-0.605948671163062,0.0538236754723832,-11.2580321920597,2.11427085793803e-29,3.93444663953689e-25,1.85261523795012e-28,3.51996895210523e-27
PRDM16,0.670238874046883,0.382480859220538,-1.38654054315674,2.55491345145585,-0.54269569967885,0.587339335562757,1,NA,NA
CAMTA1,519.250770178537,0.873027689780924,-0.195900682411682,0.0943070619608721,-2.0772641872033,0.0377771825209882,1,0.064740739318385,1.35955552568609
PLEKHM2,1927.90198133995,1.82568566463941,0.868438392319271,0.0549139294095586,15.8145374344329,2.47017230934594e-56,4.86920365618272e-52,4.85299843568123e-55,1.06765965584987e-53
KAZN,1089.93776778119,0.7240657334086,-0.465807418355377,0.0621104572356022,-7.49966171700266,6.39827404104639e-14,1.07593376274236e-09,2.94990192706383e-13,6.78477443224681e-12
PEX14,569.68788293765,1.00197766633732,0.00285035182306005,0.0820276963088251,0.0347486513863414,0.972280166134644,1,0.981109363085488,23.5466247140517
PTCHD2,5.16567637004909,0.548581607142529,-0.866221842604733,0.844826602502004,-1.02532500756885,0.305209859877626,1,0.402897337728894,10.0724334432224
DHRS3,1217.43890037736,0.572076428487343,-0.805720193279038,0.0647734883954493,-12.439042781825,1.60414749363929e-35,3.04675733466911e-31,1.74053861209767e-34,4.52540039145394e-33
KDM1A,3952.201890042,0.741188783611233,-0.432087045619985,0.0387851822477292,-11.1405186357035,7.96541241202627e-29,1.47933639316152e-24,6.85229708778158e-28,1.85012021370103e-26
EIF4G3,45.9445642310588,0.325545414051974,-1.61906927943075,0.294384732286055,-5.49984120051951,3.80133445190962e-08,0.000579171317092949,1.23635497479521e-07,3.46179392942659e-06
ALDH4A1,1192.77398769788,0.419610980919278,-1.25287566218072,0.0745982719402124,-16.7949689663704,2.65643372483978e-63,5.27116144019958e-59,6.12207962530447e-62,1.7754030913383e-60
PLA2G2E,0,NA,NA,NA,NA,NA,NA,NA,NA
ACTL8,5.44819960311993,2.87470562096842,1.52341422704361,0.756104538018908,2.01481957909571,0.043923556797124,1,0.0741236575626451,2.297833384442
WDTC1,1857.79944000827,0.826688397794865,-0.27458445553786,0.0607634753108936,-4.51890636822468,6.2159874604505e-06,0.0885218774242756,1.70536432198489e-05,0.000545716583035166
TRIT1,805.163578218499,1.25472728858777,0.327373832578128,0.0695684795192691,4.70577817483351,2.52899394984031e-06,0.0366248903815874,7.21164244016249e-06,0.000237984200525362
EPHA10,65.110174847478,1.25165197492738,0.323833472938125,0.249910682800412,1.29579683953227,0.19504548721449,1,0.277030332161848,9.41903129350285
AGBL4,0,NA,NA,NA,NA,NA,NA,NA,NA
PDZK1IP1,413.735802698228,0.467196768047649,-1.09789780084443,0.0888231955085072,-12.3604852826903,4.27567712800588e-35,8.11053194411435e-31,4.57348026825203e-34,1.64645289657073e-32
SLC5A9,2.32253865521087,0.0870858832217832,-3.52141731545732,1.54639717455071,-2.27717521307579,0.0227757646886059,1,0.0408581995637448,1.51175338385856
PIK3R3,5822.43948347087,1.36556080933465,0.449493559707149,0.0365164135856726,12.3093566856607,8.0663569017062e-35,1.52857463287333e-30,8.52882803073736e-34,3.2409546516802e-32
LOC101929626,3.09371172881722,0.737378213511623,-0.439523303520817,1.19231891518389,-0.368628978307393,0.712404292880635,1,0.783289229171878,30.5482799377033
ZSWIM5,102.431091813936,1.35342355576842,0.43661340337975,0.183721682108078,2.37649360908259,0.0174780641659729,1,0.0319960448520003,1.27984179408001
EPS15,2543.75767185643,0.771436463228266,-0.374380755926994,0.0541919134469394,-6.90842474668402,4.9006483341555e-12,8.05029501851724e-08,2.04880687365629e-11,8.40010818199077e-10
ZCCHC11,2098.70127029819,1.28200690397988,0.358404031309781,0.04762861786321,7.52497232523357,5.27314921089156e-14,8.87523743685158e-10,2.44084269390327e-13,1.02515393143937e-11
DAB1,0,NA,NA,NA,NA,NA,NA,NA,NA
PDE4B,200.099936163811,2.07529495132499,1.05331639408538,0.127459872686897,8.26390590137209,1.40981761657376e-16,2.43278127915968e-12,7.35516690751967e-16,3.23627343930865e-14
INADL,2212.41806207408,0.772943345923466,-0.37156542142368,0.0580288715153775,-6.4031129973847,1.52240431726146e-10,2.44406789093154e-06,5.84246936184412e-10,2.62911121282985e-08
LOC101926964,0.514554359304023,1.8133689853117,0.85867251532804,2.64329364913951,0.324849460296464,0.745295008898814,1,NA,NA
ROR1,269.156703317633,1.49002811617106,0.575339553961162,0.122932897895075,4.68011056285538,2.86720252177441e-06,0.0414396780472056,8.13750043840515e-06,0.000382462520605042
FPGT-TNNI3K,0,NA,NA,NA,NA,NA,NA,NA,NA
WLS,2894.38034869579,0.790114992747643,-0.33986545755492,0.055253599937811,-6.1510102135869,7.69909603323796e-10,1.22030672126822e-05,2.82775640833409e-09,1.38560064008371e-07
GNG12-AS1,16.2050243768619,1.48763608930401,0.57302165254383,0.473388637529347,1.21046769422789,0.226099479891248,1,0.314180129524708,15.7090064762354
TNNI3K,0,NA,NA,NA,NA,NA,NA,NA,NA
ST6GALNAC3,412.066853788908,2.2506322437738,1.17033033781005,0.110264069925624,10.6138866323315,2.56837991854612e-26,4.71837074836107e-22,2.010226830819e-25,1.04531795202588e-23
ADGRL2,1183.77219115107,1.07750670741587,0.107696850034088,0.0558213172061263,1.9293140223905,0.0536918899892075,1,0.0888633633195821,4.70975825593785
IFI44L,0.317947281300213,1.53451483574813,0.61778259390266,3.21003112491553,0.192453770652743,0.847386776623703,1,NA,NA
ZZZ3,2255.84818749787,1.40370907063019,0.489243957115845,0.0514696421895253,9.5054858806734,1.99116273418008e-21,3.56438041045576e-17,1.2870628032792e-20,7.07884541803561e-19
MCOLN2,93.5336099728121,1.19760749322301,0.260155153230627,0.184878921515467,1.40716503048652,0.159378458405156,1,0.2326597427275,13.02894559274
HS2ST1,1496.83344415668,1.2173130189169,0.283700189229354,0.0550395695795593,5.15447688629301,2.54339928225139e-07,0.00380645136581743,7.87577988607698e-07,4.48919453506388e-05
COL24A1,12.4850751572922,0.523055737598897,-0.934963404489837,0.595932366333628,-1.56890858310321,0.116669241638637,1,0.177455238851583,10.2924038533918
MIR548N,0.0574529364909801,1,0,4.40735632396563,0,1,1,NA,NA
DPYD,65.165677380059,2.13164467775899,1.09196697639122,0.214305820419307,5.0953677984793,3.48064841836993e-07,0.00519069098631507,1.06775790938776e-06,6.40654745632655e-05
CCDC18-AS1,48.631775022316,0.482592325834132,-1.05112312083612,0.287063726227553,-3.66163685899801,0.000250608923721832,1,0.000590109769638424,0.0359966959479438
LINC01397,2.51485791814698,2.20982444401909,1.14393176156093,1.16178249585092,0.984635046272655,0.324803368464515,1,0.424967719081441,26.3479985830493
ATP1A1,36681.0354378977,0.719620493512918,-0.474691822321784,0.0331488849134807,-14.3199936758277,1.64138150510007e-46,3.190353231463e-42,2.46221339105553e-45,1.55119443636498e-43
CEPT1,1319.46617010686,1.0258257760422,0.0367857276474482,0.0552876092230863,0.665352113509145,0.505825305742727,1,0.6058198813918,38.7724724090752
PDE4DIP,1121.44168290405,1.09517181333133,0.131157221238761,0.0636017423287218,2.06216396652914,0.0391921280320136,1,0.0669092734755367,4.34910277590988
HYDIN2,0.0491616250860245,1.45097009288321,0.537017783158107,4.40735632396697,0.121845783205191,0.903021154300729,1,NA,NA
OTUD7B,1262.90135178643,2.21866990696001,1.14969503976734,0.0547998938701684,20.9798771233242,1.00151885519049e-97,2.02597249216483e-93,4.70956817996044e-96,3.15541068057349e-94
RNF115,1114.72234156781,0.834039221013212,-0.261812866336372,0.0691490689687105,-3.78620956494498,0.000152962687861144,1,0.000368691220285371,0.0250710029794053
SRGAP2-AS1,0.190431542417849,1,0,4.40735632396467,0,1,1,NA,NA
MUC1,926.43000405198,0.28537929549842,-1.80904742498358,0.0793677923533037,-22.7932183993559,5.35329976904269e-115,1.08811171105562e-110,3.40852802082915e-113,2.38596961458041e-111
PMF1-BGLAP,0,NA,NA,NA,NA,NA,NA,NA,NA
NUP210L,2.9366842858267,4.75977220118849,2.25089252897862,1.41370527860363,1.59219362270608,0.111341205724988,1,0.170226857863303,12.2563337661578
PMF1,271.230618383539,0.7324644122323,-0.449169428926844,0.109060241520333,-4.11854423450092,3.81273388453027e-05,0.525661620660188,9.76324018046603e-05,0.00712716533174021
UHMK1,2807.25841235148,0.780195547254736,-0.358092330275006,0.0561438259106397,-6.37812483326229,1.79269367084317e-10,2.87386722372869e-06,6.84511573244254e-10,5.06538564200748e-08
ALDH9A1,2561.58113572703,0.713592988204574,-0.486826655543086,0.0574928466376279,-8.46760395447993,2.5049233624193e-17,4.35380729622099e-13,1.3575922019499e-16,1.01819415146242e-14
PBX1,2536.51296146659,0.401251220088748,-1.31742231582797,0.0575023389091992,-22.9107605154686,3.62952911621518e-116,7.37810678744222e-112,2.32796930005478e-114,1.76925666804163e-112
DNM3,64.1991495572472,1.26154952757745,0.335196846653294,0.210215108227518,1.59454213105609,0.110814662163309,1,0.169615072477724,13.0603605807847
SCYL3,378.66262319911,1.44164957793116,0.527720531001556,0.118282899085956,4.46151163929507,8.13835251136433e-06,0.115450668726214,2.21351264775895e-05,0.00172653986525198
TNN,0.279391196799881,4.58246411512356,2.19612358319048,3.55525074631627,0.617712712799784,0.536764730403761,1,NA,NA
SMG7,6040.95470207185,1.33009364668901,0.411527823814935,0.0354142905255295,11.6203887670225,3.24655536571531e-31,6.08404475535049e-27,3.04512929625104e-30,2.43610343700083e-28
BRINP2,213.856314509502,1.79553158953239,0.844411035158418,0.123172582696899,6.85551132134925,7.10578939202737e-12,1.16463888135329e-07,2.9445986159931e-11,2.38512487895441e-09
SOAT1,1694.04344502372,0.534141814389803,-0.904705267291823,0.0575605330339846,-15.7174581193971,1.14839352986797e-55,2.26187589642796e-51,2.21624707102618e-54,1.81732259824147e-52
RASAL2,1885.15878256446,1.15383613234901,0.206438347177341,0.0650290106816838,3.17455770914084,0.00150065046976228,1,0.00322497512878453,0.267672935689116
ACBD6,1122.31091230065,1.25038518220278,0.32237258676977,0.0578701480589982,5.57061969914288,2.53834852909189e-08,0.00038867192677455,8.37443805569914e-08,7.03452796678728e-06
RGSL1,0.111030870407445,0.744977003384939,-0.424732203023396,4.40735632396697,-0.0963689277206213,0.923227569325151,1,NA,NA
LINC01350,0,NA,NA,NA,NA,NA,NA,NA,NA
NEK7,1110.60342913952,0.88459810777323,-0.176905938688662,0.068449960330154,-2.58445640925712,0.00975326325385741,1,0.018675823809329,1.62479667141162
