ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
2	2,9,18	4,4,6	7,7,3	0,1,0	198	99
3	4,3,2	10,6,14	1,1,5	7,7,6	198	99
4	92,42,84	874,507,858	43,14,30	735,491,739	184	99
5	109,68,118	1511,866,1847	60,50,48	1310,1022,1136	198	99
6	16,3,15	96,60,87	9,9,19	77,62,100	198	99
7	0,0,2	146,76,165	3,0,0	113,78,110	198	99
8	0,2,1	14,9,16	0,0,0	10,8,12	198	99
9	7,11,13	226,108,217	9,5,6	91,56,68	190	99
14	1,2,1	78,40,50	1,0,1	27,25,33	198	99
15	13,7,19	39,34,43	12,6,3	34,18,23	194	99
16	2,0,3	53,18,42	4,1,1	27,21,17	198	99
17	5,0,6	27,20,25	1,2,1	24,21,14	175	99
18	4,2,5	111,52,84	1,2,1	114,87,117	198	99
25	0,4,4	19,4,16	2,1,3	5,10,6	195	99
26	2,0,1	23,6,20	1,2,2	4,1,4	198	99
28	2,0,3	109,59,78	0,1,0	48,57,63	198	99
30	177,118,189	4,1,2	98,72,95	0,0,0	198	99
31	38,35,40	286,203,322	18,19,17	153,120,169	198	99
32	1,0,1	11,2,15	0,0,0	4,3,7	198	99
33	0,2,0	14,6,12	1,0,0	18,7,13	178	99
34	0,0,0	19,5,15	0,1,0	5,1,11	177	99
35	1,0,0	3,3,4	3,0,0	6,6,5	198	99
39	27,17,19	278,123,274	18,6,25	241,155,231	177	99
40	9,7,9	0,1,0	0,3,0	0,0,1	198	99
44	2,0,5	1,0,0	8,4,5	5,2,0	174	99
47	0,0,1	59,42,104	0,0,2	79,60,77	198	99
48	2,0,1	3,1,0	4,0,2	1,0,2	190	99
50	1,1,3	100,54,92	4,1,2	155,130,169	198	99
51	15,10,16	60,36,90	12,13,13	50,34,46	198	99
54	18,17,20	92,51,99	4,11,3	40,24,20	198	99
57	1,1,3	2,3,2	0,0,0	2,0,0	176	99
58	0,0,1	131,80,106	1,0,0	148,57,117	198	99
59	13,0,2	34,23,40	1,2,3	13,22,14	198	99
60	1,0,0	70,41,77	0,1,0	66,25,55	198	99
61	0,0,0	7,3,5	0,0,2	2,0,1	198	99
62	12,4,6	425,247,451	5,4,5	541,415,517	194	99
63	1,0,0	338,223,374	0,1,0	519,339,510	182	99
67	0,0,1	63,35,52	0,0,0	32,36,25	177	99
69	7,3,5	63,39,54	3,1,0	48,33,25	198	99
70	147,75,120	5,1,2	100,76,81	7,5,4	188	99
71	4,0,0	11,14,20	4,3,1	17,17,16	198	99
73	1,0,3	224,122,185	0,2,4	104,92,119	198	99
74	5,2,8	58,50,59	1,4,6	43,35,37	198	99
76	5,2,3	0,1,0	2,0,2	0,1,1	198	99
77	1,0,0	42,24,40	1,0,1	3,3,7	198	99
78	11,9,5	26,14,8	2,2,0	18,7,9	198	99
79	0,0,1	31,28,33	0,1,0	44,20,19	185	99
80	0,2,2	77,41,49	0,2,0	67,34,54	198	99
96	0,7,5	339,210,404	7,2,6	284,200,244	198	99
97	24,2,16	273,157,292	10,5,13	204,127,174	198	99
98	91,63,75	131,75,122	71,47,81	80,45,79	198	99
102	907,486,848	0,0,15	551,418,455	0,0,0	198	99
110	10,2,12	1,0,0	5,4,7	0,0,0	198	99
112	9,7,7	425,235,396	4,2,3	210,119,165	198	99
113	729,333,653	2,2,2	344,202,288	0,0,0	198	99
114	54,19,31	0,0,0	28,22,20	0,0,1	198	99
115	6,0,4	245,121,203	5,3,7	122,71,108	198	99
117	21,3,16	3,0,4	4,4,7	0,0,1	198	99
122	7,9,3	3,0,0	4,7,8	1,0,0	173	99
123	4,11,5	116,58,111	4,4,5	87,58,66	198	99
124	24,10,23	414,229,365	14,17,24	499,409,441	198	99
125	0,0,2	33,24,31	1,0,2	4,6,5	198	99
126	15,2,12	14,13,27	1,2,5	22,10,15	198	99
127	47,25,32	100,53,99	14,25,12	111,84,91	198	99
128	8,5,3	6,1,9	8,11,7	5,8,3	198	99
129	6,4,3	81,42,83	7,9,7	85,62,82	198	99
136	362,197,393	103,63,73	95,51,49	71,48,64	198	99
137	132,60,87	381,173,350	24,11,31	179,125,151	198	99
138	51,40,36	477,243,501	16,6,17	230,120,204	198	99
139	72,48,57	0,1,0	23,10,29	0,0,0	198	99
140	306,150,285	33,5,33	141,77,122	22,17,23	198	99
141	84,43,64	305,150,286	25,17,31	148,121,118	198	99
142	51,49,83	332,217,348	10,9,10	190,170,202	198	99
143	25,24,35	12,4,5	7,5,9	1,0,2	198	99
144	31,22,35	379,235,356	11,5,14	201,168,193	198	99
145	31,22,32	0,2,0	13,6,14	0,0,0	198	99
146	9,2,9	21,7,13	7,7,4	15,3,13	178	99
