ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
1	2,3,0	0,0,1	2,3,3	1,2,0	118	99
2	3,1,2	128,65,111	0,0,1	55,50,39	124	99
4	21,8,13	3,0,2	3,0,1	0,0,0	141	99
6	15,7,5	26,6,19	4,3,0	5,16,5	183	99
8	2,1,4	45,29,45	1,0,1	38,26,32	118	99
9	54,35,58	2,0,0	55,25,47	1,3,1	136	99
12	828,505,797	0,0,0	722,579,711	3,0,0	105	99
13	9,5,4	3,0,0	2,1,5	2,0,0	102	99
14	1,1,1	0,0,2	0,1,0	0,1,0	102	99
19	77,31,66	0,0,1	53,30,44	1,3,2	719	99
20	158,79,154	5,0,0	123,84,124	0,0,0	719	99
21	0,0,3	356,145,320	1,1,2	246,226,221	151	99
22	23,14,22	0,1,0	31,35,19	0,0,0	244	99
23	26,24,31	0,0,0	15,14,19	1,5,2	1596	99
25	0,0,3	2,0,0	1,2,1	0,0,0	102	99
26	20,13,30	14,10,15	38,18,22	13,7,14	102	99
28	333,193,308	0,0,1	146,120,137	0,0,0	108	99
31	232,129,266	290,160,274	119,71,101	139,85,118	102	99
32	0,1,0	0,0,0	0,0,1	1,0,0	102	99
33	0,0,0	73,51,71	0,1,0	57,47,36	116	99
34	21,8,27	50,25,72	14,8,3	27,22,21	351	99
35	11,8,16	41,20,34	3,2,4	22,11,24	210	99
36	53,28,59	3,1,2	36,15,28	0,2,0	417	99
38	36,23,35	2,1,1	18,13,17	0,0,3	103	99
41	0,0,1	126,67,127	0,0,2	136,134,124	127	99
46	8,4,8	0,1,0	11,8,12	2,0,0	144	99
49	179,94,170	125,69,124	106,89,105	108,65,104	102	99
50	281,149,287	31,38,56	221,127,194	32,29,32	111	99
51	251,140,253	4,0,5	178,126,163	0,2,4	120	99
52	0,0,0	0,0,1	0,1,0	0,0,0	258	99
59	158,74,144	0,0,0	70,60,86	1,0,0	135	99
60	1,1,1	71,39,54	1,2,2	30,33,26	128	99
61	94,40,70	0,1,2	64,39,42	0,0,0	129	99
62	372,190,357	2,2,2	105,83,82	2,0,3	223	99
67	5,4,2	2,0,3	3,0,0	0,1,0	887	99
69	80,31,57	1,2,1	75,65,70	1,3,2	102	99
70	24,18,26	4,5,0	14,21,22	2,1,4	102	99
71	4,2,4	1,2,0	2,1,1	0,3,0	147	99
72	4,2,6	23,6,13	2,1,1	12,2,6	147	99
73	4,3,6	30,19,50	2,1,1	11,1,11	147	99
76	42,16,35	8,0,3	24,14,14	5,0,0	124	99
77	65,26,55	0,1,1	30,19,30	1,1,0	152	99
78	862,439,871	92,62,106	481,354,474	23,27,26	133	99
80	98,58,106	54,26,54	102,62,74	58,37,36	102	99
81	0,1,4	195,79,155	1,0,1	103,67,77	184	99
82	0,0,2	1,0,1	0,2,3	1,2,0	133	99
83	0,0,2	0,0,0	0,0,1	0,1,0	133	99
99	3,0,6	2,0,0	2,0,1	0,0,0	102	99
101	0,0,1	0,0,0	0,0,0	0,0,1	104	99
104	22,10,19	2,0,1	27,18,18	2,0,0	187	99
105	31,13,21	0,0,0	32,21,19	0,0,1	231	99
106	11,3,3	0,0,0	7,3,1	0,0,1	143	99
107	0,4,4	81,38,61	3,2,2	60,35,70	164	99
108	1,4,2	79,50,72	3,1,0	73,50,66	164	99
109	8,3,4	1,0,1	15,5,8	1,3,0	383	99
112	128,117,135	0,0,0	64,49,47	1,0,0	166	99
113	196,89,146	0,0,1	71,57,62	0,0,0	633	99
114	37,47,76	0,0,1	26,37,33	0,0,0	120	99
115	1,2,1	161,89,124	0,0,0	136,111,121	139	99
116	2,1,1	30,29,46	0,0,0	16,17,17	118	99
117	15,8,24	184,104,177	12,5,9	133,113,127	1757	99
118	1,0,1	1,0,6	0,0,1	2,0,0	149	99
123	60,36,33	12,20,24	17,23,48	15,16,18	102	99
126	345,182,357	302,171,323	282,170,201	157,99,166	411	99
127	111,81,102	3,6,2	85,52,74	0,0,2	111	99
128	5,1,1	152,70,105	0,0,1	96,65,79	182	99
130	2,4,3	114,63,125	0,2,1	89,57,90	121	99
131	1,0,0	11,14,20	0,1,0	17,17,16	133	99
132	3,0,0	1,0,0	2,0,1	1,0,0	102	99
133	1,0,1	1,0,1	1,0,3	0,3,0	102	99
135	345,195,340	2,0,5	151,118,137	0,3,2	111	99
136	228,124,190	58,50,59	105,94,121	43,35,37	102	99
137	99,40,66	0,0,0	78,62,84	1,0,0	154	99
138	1,0,0	26,16,35	0,0,0	16,7,7	181	99
139	56,30,30	0,0,0	31,13,21	0,1,0	976	99
141	1,0,3	0,0,0	0,1,2	0,0,1	111	99
142	2,1,0	0,0,0	0,5,1	0,0,1	111	99
147	1,0,0	4,3,5	0,0,2	5,3,7	102	99
148	13,4,5	147,81,127	5,2,1	92,52,60	102	99
149	17,5,5	98,49,89	3,7,6	44,40,48	102	99
150	2,3,2	97,57,107	1,1,2	44,40,31	120	99
151	63,27,56	2,0,2	29,16,23	1,0,0	103	99
153	0,0,6	75,32,59	3,3,0	43,46,38	174	99
155	3,0,2	0,0,1	0,1,0	0,0,0	104	99
157	117,77,178	35,34,58	115,82,84	35,15,29	105	99
158	132,81,187	0,0,0	123,88,91	2,0,0	116	99
159	50,38,67	0,0,0	43,21,36	2,0,0	110	99
160	1,1,0	45,27,26	2,0,2	33,46,28	102	99
163	15,13,30	945,609,1142	7,16,4	691,443,523	174	99
164	83,41,82	4,3,7	66,49,62	2,2,2	182	99
174	122,72,106	1,2,0	33,15,37	0,0,0	132	99
176	15,13,21	212,111,200	8,16,11	97,82,107	230	99
177	5,1,2	0,1,2	0,0,3	0,1,1	102	99
183	0,0,0	1,0,1	1,2,1	2,0,0	167	99
184	5,1,2	410,244,408	9,6,7	395,334,404	123	99
185	51,19,31	0,0,1	22,13,27	1,0,0	103	99
187	26,29,9	0,1,0	18,10,5	0,0,0	103	99
188	205,132,232	5,5,0	181,122,134	3,2,7	103	99
189	2942,1619,2843	3,0,0	1872,1300,1573	0,4,0	648	99
192	31,9,21	5,2,8	16,9,8	6,5,3	102	99
194	11,2,10	0,0,0	3,4,5	0,1,0	220	99
195	10,4,4	0,0,0	15,7,15	1,0,0	277	99
