ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
3	1,0,0	0,2,0	1,0,0	0,0,0	152	99
4	32,51,24	76,103,54	51,44,38	108,81,57	116	99
5	69,82,53	0,0,1	87,75,51	0,0,0	186	99
8	55,52,34	2,0,1	51,26,41	1,2,0	138	99
9	872,878,501	0,1,0	1006,650,658	0,0,0	198	99
10	1423,1710,922	3,1,1	1599,1106,1052	2,1,1	198	99
11	43,49,31	2,3,3	34,22,27	2,0,1	198	99
12	230,249,135	19,34,14	237,147,141	13,12,15	162	99
13	10,16,9	91,122,55	17,8,3	102,65,63	154	99
14	1,2,1	18,34,10	0,0,0	29,19,24	198	99
15	0,2,1	0,0,0	0,0,0	1,2,2	198	99
16	99,110,68	1,3,4	107,65,64	0,0,0	198	99
18	8,14,13	3,2,3	7,13,10	8,2,9	102	99
25	15,20,16	3,4,5	10,11,13	8,3,5	104	99
26	64,55,46	1,2,1	43,50,32	0,1,0	198	99
27	149,161,94	0,0,1	165,100,101	0,0,2	107	99
30	29,67,24	148,157,111	45,28,19	164,116,65	153	99
31	1,1,0	103,136,80	0,0,1	100,65,75	110	99
33	5,2,1	0,1,0	3,3,3	0,0,0	198	99
35	77,113,41	1,1,2	120,57,34	4,0,0	107	99
37	4,4,1	41,39,25	6,7,7	84,59,54	198	99
38	4,4,1	0,0,0	5,7,7	6,0,4	198	99
41	2,1,0	16,19,3	2,0,0	16,4,13	154	99
46	8,3,9	52,59,46	20,13,4	69,59,47	160	99
49	45,63,44	51,51,32	48,32,44	56,43,29	110	99
51	45,36,19	0,0,0	55,37,26	0,0,1	146	99
52	111,103,56	70,67,37	158,78,69	69,58,54	146	99
54	168,213,98	0,7,3	204,129,108	0,0,0	198	99
55	167,202,132	40,25,15	170,169,114	41,23,21	131	99
56	148,230,85	26,12,11	208,146,137	17,13,16	101	99
57	7,11,0	18,18,4	7,7,8	11,7,13	126	99
58	39,15,8	0,0,0	26,17,22	1,0,1	198	99
59	43,54,34	17,12,10	65,36,27	15,14,8	110	99
60	501,486,294	0,2,0	588,427,338	0,0,0	136	99
61	397,429,228	0,0,0	519,369,316	0,1,0	198	99
62	1,2,0	25,54,34	0,0,0	39,29,26	178	99
64	111,125,108	1,0,0	125,76,65	0,0,0	164	99
65	17,20,15	9,17,6	29,39,19	18,12,8	123	99
67	575,613,397	0,0,1	649,427,397	0,0,4	124	99
70	56,61,39	3,9,2	63,22,30	7,2,2	198	99
71	179,217,108	41,49,32	200,182,144	66,71,40	110	99
74	19,28,24	4,2,8	13,25,7	3,3,3	198	99
75	0,0,2	23,23,18	0,5,5	28,19,19	175	99
77	0,4,3	1,0,0	0,0,0	0,0,1	108	99
78	0,0,0	36,66,45	0,0,2	70,43,37	124	99
80	4,3,1	49,54,37	5,2,6	27,26,21	133	99
82	0,5,1	26,41,16	5,1,0	29,22,27	103	99
85	4,5,1	0,2,0	2,2,1	0,0,0	169	99
88	114,102,50	3,0,2	85,79,79	0,2,0	198	99
91	0,2,1	17,24,18	1,0,0	30,21,9	191	99
93	601,798,440	14,30,8	769,567,478	11,8,4	164	99
94	0,1,1	27,37,35	4,2,0	60,54,35	198	99
95	88,36,30	3,0,2	73,52,52	1,0,0	198	99
96	171,143,85	3,0,2	195,138,120	1,0,0	198	99
97	153,174,89	5,6,1	194,144,115	1,3,3	198	99
98	83,30,29	0,0,0	75,49,49	0,1,1	198	99
99	323,413,210	17,32,5	394,277,265	20,14,9	176	99
104	2,3,1	39,65,31	0,1,4	64,41,36	198	99
105	91,73,44	76,89,47	75,78,60	78,56,44	125	99
106	81,82,43	0,2,1	68,56,40	0,1,1	198	99
108	1,1,0	2,0,0	0,2,1	6,0,1	144	99
109	1,1,0	118,127,61	0,2,1	98,82,53	171	99
110	2,0,0	118,127,61	6,0,1	98,82,53	125	99
111	1,1,2	0,0,0	3,4,0	0,1,0	198	99
115	178,225,118	23,21,12	167,130,94	11,14,9	104	99
121	2,3,2	3,5,1	2,4,1	3,5,1	127	99
123	106,119,62	1,6,0	130,99,90	4,2,0	198	99
124	55,85,53	2,1,1	90,66,51	1,0,1	110	99
125	31,32,25	2,0,0	42,29,24	0,0,0	198	99
126	32,32,27	0,0,0	44,34,24	1,2,0	198	99
127	3,0,2	0,0,0	2,5,0	1,2,0	131	99
128	6,4,5	13,11,7	13,9,6	28,14,14	131	99
129	330,356,181	0,0,1	389,248,236	0,0,2	198	99
130	138,152,59	6,11,5	168,104,102	9,7,2	198	99
131	11,10,3	46,62,25	16,8,10	59,39,41	185	99
132	202,191,134	0,0,0	251,155,130	0,0,1	198	99
133	291,263,179	0,0,0	341,218,165	1,0,1	198	99
134	11,6,7	4,6,5	14,9,1	5,0,2	145	99
135	235,262,129	3,0,0	281,188,151	4,0,3	198	99
136	234,261,125	0,0,0	278,182,151	0,0,1	198	99
137	108,98,73	2,2,3	90,62,48	0,0,0	198	99
138	33,28,22	5,8,2	26,12,20	1,1,0	198	99
139	36,31,24	0,1,4	25,13,19	0,0,0	198	99
140	4,2,2	2,5,9	5,2,8	9,11,16	102	99
141	0,2,1	16,19,5	7,3,3	25,16,21	198	99
149	1070,1213,674	1,0,0	988,642,537	0,0,0	198	99
150	61,58,42	3,7,1	80,53,48	0,0,1	123	99
151	0,5,1	8,22,8	5,1,0	18,10,4	112	99
155	77,74,45	4,8,3	92,55,50	2,8,2	198	99
157	2,7,0	15,31,12	0,0,0	23,18,15	198	99
160	1511,1667,1021	0,3,0	1648,1317,982	3,0,1	198	99
161	2466,2864,1596	2,0,0	3141,2198,1805	0,0,0	198	99
162	10,5,6	0,0,0	10,5,4	0,4,0	198	99
165	191,241,121	2,6,0	175,152,120	2,4,3	158	99
166	3,10,3	47,27,21	7,3,3	30,29,31	162	99
167	1,1,2	64,60,40	1,2,0	58,48,35	153	99
168	0,0,0	5,6,4	0,2,0	10,10,6	140	99
171	8,30,11	2,2,2	15,8,12	5,5,0	175	99
172	1,0,0	40,49,27	0,0,0	48,31,23	198	99
173	8,9,7	23,25,3	11,8,9	25,19,9	177	99
175	96,96,46	1,0,0	103,52,65	3,2,0	198	99
176	0,0,0	0,0,1	0,1,0	0,2,3	154	99
178	30,41,18	14,14,15	34,19,18	10,12,4	198	99
