ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
1	5,5,4	0,2,0	2,3,0	0,0,1	118	99
2	3,2,0	28,51,27	3,1,2	128,65,111	124	99
4	0,1,5	0,0,2	21,8,13	3,0,2	141	99
6	6,9,7	12,18,9	15,7,5	26,6,19	183	99
8	0,1,1	16,34,7	2,1,4	45,29,45	118	99
9	23,35,10	0,0,3	54,35,58	2,0,0	136	99
12	1194,1359,805	8,16,0	828,505,797	0,0,0	105	99
13	2,4,0	1,0,0	9,5,4	3,0,0	102	99
14	0,2,0	0,0,0	1,1,1	0,0,2	102	99
19	49,45,31	1,0,1	77,31,66	0,0,1	719	99
20	139,126,81	2,3,0	158,79,154	5,0,0	719	99
21	0,9,1	256,241,148	0,0,3	356,145,320	151	99
22	28,31,35	0,0,0	23,14,22	0,1,0	244	99
23	19,22,12	1,0,1	26,24,31	0,0,0	1596	99
24	0,0,1	37,37,28	0,0,0	36,21,58	103	99
25	1,1,0	0,0,0	0,0,3	2,0,0	102	99
26	22,32,7	7,15,4	20,13,30	14,10,15	102	99
28	123,148,95	0,0,0	333,193,308	0,0,1	108	99
31	141,174,111	160,201,115	232,129,266	290,160,274	102	99
34	11,6,0	19,26,19	21,8,27	50,25,72	351	99
35	6,7,2	12,30,13	11,8,16	41,20,34	210	99
36	32,39,16	1,2,1	53,28,59	3,1,2	417	99
37	0,1,0	22,15,9	0,0,0	29,18,40	116	99
38	24,14,11	3,0,0	36,23,35	2,1,1	103	99
41	0,0,0	152,203,97	0,0,1	126,67,127	127	99
45	1,1,2	0,0,0	8,4,8	0,1,0	144	99
48	95,102,57	68,67,50	179,94,170	125,69,124	102	99
49	156,217,113	21,25,14	281,149,287	31,38,56	111	99
50	148,164,100	0,5,2	251,140,253	4,0,5	120	99
51	0,3,0	0,0,0	0,0,0	0,0,1	258	99
59	2,6,2	63,58,37	1,1,1	71,39,54	128	99
60	65,65,57	1,2,0	94,40,70	0,1,2	129	99
61	118,148,76	0,0,0	372,190,357	2,2,2	223	99
66	9,16,2	6,9,4	5,4,2	2,0,3	887	99
68	68,79,39	1,4,0	80,31,57	1,2,1	102	99
69	15,33,8	9,5,1	24,18,26	4,5,0	102	99
70	2,4,2	0,0,0	4,2,4	1,2,0	147	99
71	2,4,2	8,6,7	4,2,6	23,6,13	147	99
72	2,4,2	10,13,12	4,3,6	30,19,50	147	99
74	0,1,1	28,23,25	0,0,0	30,24,33	119	99
75	23,33,14	1,0,0	42,16,35	8,0,3	124	99
76	36,39,33	3,0,0	65,26,55	0,1,1	152	99
77	418,473,299	34,35,23	862,439,871	92,62,106	133	99
79	79,73,47	57,35,17	98,58,106	54,26,54	102	99
80	0,2,3	113,124,87	0,1,4	195,79,155	184	99
96	1,0,0	0,2,0	3,0,6	2,0,0	102	99
101	30,37,15	0,1,0	22,10,19	2,0,1	187	99
104	124,144,78	0,2,0	113,76,108	0,0,0	1076	99
105	32,21,14	1,1,0	13,8,16	0,0,0	116	99
106	1,2,0	68,67,37	0,4,4	81,38,61	164	99
107	1,2,0	70,67,37	1,4,2	79,50,72	164	99
108	7,12,8	1,4,0	8,3,4	1,0,1	383	99
111	77,97,75	0,2,0	128,117,135	0,0,0	166	99
112	95,94,54	1,0,0	196,89,146	0,0,1	633	99
113	38,15,4	0,0,0	37,47,76	0,0,1	120	99
114	0,0,0	62,87,55	1,2,1	161,89,124	139	99
115	0,0,0	19,22,7	2,1,1	30,29,46	118	99
116	6,9,11	111,109,84	15,8,24	184,104,177	1757	99
117	1,2,0	6,5,1	1,0,1	1,0,6	149	99
122	23,26,17	6,14,3	60,36,33	12,20,24	102	99
125	207,287,161	180,191,134	345,182,357	302,171,323	411	99
126	74,84,69	5,4,2	111,81,102	3,6,2	111	99
127	0,0,0	89,80,68	5,1,1	152,70,105	182	99
129	1,1,5	98,107,49	2,4,3	114,63,125	121	99
130	3,0,2	25,24,12	1,0,0	11,14,20	133	99
131	0,0,1	1,0,0	3,0,0	1,0,0	102	99
132	1,3,1	0,0,0	1,0,1	1,0,1	102	99
134	132,184,98	0,0,1	345,195,340	2,0,5	111	99
135	104,129,88	38,25,23	228,124,190	58,50,59	102	99
136	117,139,90	1,0,0	99,40,66	0,0,0	154	99
137	1,0,0	33,50,27	1,0,0	26,16,35	181	99
138	77,138,84	2,0,0	56,30,30	0,0,0	976	99
140	5,2,0	0,2,0	1,0,3	0,0,0	111	99
141	3,2,0	0,0,1	2,1,0	0,0,0	111	99
146	0,1,0	0,0,1	1,0,0	4,3,5	102	99
147	5,6,4	80,112,60	13,4,5	147,81,127	102	99
148	4,8,8	65,92,30	17,5,5	98,49,89	102	99
149	5,0,2	63,64,28	2,3,2	97,57,107	120	99
150	44,39,14	0,1,1	63,27,56	2,0,2	103	99
151	3,0,1	105,142,71	0,0,0	100,40,74	130	99
152	3,4,1	38,57,23	0,0,6	75,32,59	174	99
154	2,2,1	0,0,0	3,0,2	0,0,1	104	99
156	114,126,81	0,5,0	202,117,186	0,0,0	148	99
157	114,106,50	35,32,17	117,77,178	35,34,58	105	99
160	483,514,293	0,0,2	721,378,697	0,0,0	488	99
161	0,2,4	41,54,43	1,1,0	45,27,26	102	99
164	216,257,140	1,1,1	342,196,367	1,1,0	195	99
